"rules","support","confidence","coverage","lift","count"
"{DataMining=0,Survey=0,Cat.Data=0,Regression=0,Forecast=0,DOE=1,SW=0} => {Intro=0}",0.0712328767123288,0.962962962962963,0.073972602739726,1.59041394335512,26
"{DataMining=0,Survey=0,Regression=0,Forecast=0,DOE=0} => {Intro=1}",0.23013698630137,0.622222222222222,0.36986301369863,1.57716049382716,84
"{Survey=0,Cat.Data=0,Regression=0,Forecast=0,DOE=0} => {Intro=1}",0.235616438356164,0.618705035971223,0.380821917808219,1.56824540367706,86
"{DataMining=0,Regression=1,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0958904109589041,0.945945945945946,0.101369863013699,1.56230891525009,35
"{DataMining=0,Survey=0,Regression=1,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0904109589041096,0.942857142857143,0.0958904109589041,1.55720749838397,33
"{DataMining=0,Regression=0,DOE=1,SW=0} => {Intro=0}",0.0849315068493151,0.939393939393939,0.0904109589041096,1.55148772795832,31
"{DataMining=0,Cat.Data=0,DOE=1,SW=0} => {Intro=0}",0.0821917808219178,0.9375,0.0876712328767123,1.54835972850679,30
"{DataMining=0,Forecast=0,DOE=1,SW=0} => {Intro=0}",0.0821917808219178,0.9375,0.0876712328767123,1.54835972850679,30
"{DataMining=0,Cat.Data=0,Regression=0,Forecast=0,DOE=1} => {Intro=0}",0.0821917808219178,0.9375,0.0876712328767123,1.54835972850679,30
"{DataMining=0,Survey=0,Cat.Data=0,DOE=0,SW=0} => {Intro=1}",0.219178082191781,0.610687022900763,0.358904109589041,1.5479219677693,80
"{Survey=0,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=1}",0.227397260273973,0.610294117647059,0.372602739726027,1.5469260620915,83
"{DataMining=0,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=1}",0.227397260273973,0.610294117647059,0.372602739726027,1.5469260620915,83
"{Cat.Data=0,Forecast=0,DOE=1,SW=0} => {Intro=0}",0.0794520547945206,0.935483870967742,0.0849315068493151,1.54502992263903,29
"{Survey=0,Regression=0,Forecast=0,DOE=1,SW=0} => {Intro=0}",0.0794520547945206,0.935483870967742,0.0849315068493151,1.54502992263903,29
"{DataMining=0,Cat.Data=0,Regression=0,DOE=1,SW=0} => {Intro=0}",0.0767123287671233,0.933333333333333,0.0821917808219178,1.54147812971342,28
"{Cat.Data=0,Regression=0,Forecast=0,DOE=1,SW=0} => {Intro=0}",0.0767123287671233,0.933333333333333,0.0821917808219178,1.54147812971342,28
"{DataMining=0,Survey=0,Regression=0,DOE=1,SW=0} => {Intro=0}",0.0767123287671233,0.933333333333333,0.0821917808219178,1.54147812971342,28
"{DataMining=0,Survey=0,Cat.Data=0,DOE=1,SW=0} => {Intro=0}",0.0767123287671233,0.933333333333333,0.0821917808219178,1.54147812971342,28
"{Survey=1,Cat.Data=0,Forecast=0,SW=0} => {Intro=0}",0.073972602739726,0.931034482758621,0.0794520547945206,1.53768138555157,27
"{Survey=0,Cat.Data=0,Forecast=0,DOE=1,SW=0} => {Intro=0}",0.073972602739726,0.931034482758621,0.0794520547945206,1.53768138555157,27
"{DataMining=0,Survey=0,Forecast=0,DOE=1,SW=0} => {Intro=0}",0.073972602739726,0.931034482758621,0.0794520547945206,1.53768138555157,27
"{DataMining=0,Survey=0,Cat.Data=0,Regression=0,DOE=1,SW=0} => {Intro=0}",0.073972602739726,0.931034482758621,0.0794520547945206,1.53768138555157,27
"{Survey=0,Cat.Data=0,Regression=0,Forecast=0,DOE=1,SW=0} => {Intro=0}",0.073972602739726,0.931034482758621,0.0794520547945206,1.53768138555157,27
"{DataMining=0,Survey=0,Cat.Data=0,Regression=0,Forecast=0,DOE=1} => {Intro=0}",0.073972602739726,0.931034482758621,0.0794520547945206,1.53768138555157,27
"{Survey=1,Cat.Data=0,Regression=0,Forecast=0,SW=0} => {Intro=0}",0.0712328767123288,0.928571428571429,0.0767123287671233,1.53361344537815,26
"{DataMining=0,Survey=1,Cat.Data=0,Forecast=0,SW=0} => {Intro=0}",0.0684931506849315,0.925925925925926,0.073972602739726,1.529244176303,25
"{Survey=1,Cat.Data=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0684931506849315,0.925925925925926,0.073972602739726,1.529244176303,25
"{Survey=1,Cat.Data=0,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0684931506849315,0.925925925925926,0.073972602739726,1.529244176303,25
"{Survey=0,Cat.Data=0,Regression=1,SW=0} => {Intro=0}",0.101369863013699,0.925,0.10958904109589,1.5277149321267,37
"{DataMining=0,Regression=1,Forecast=0,SW=0} => {Intro=0}",0.0986301369863014,0.923076923076923,0.106849315068493,1.52453880960668,36
"{Survey=0,Cat.Data=0,Regression=1,DOE=0,SW=0} => {Intro=0}",0.0986301369863014,0.923076923076923,0.106849315068493,1.52453880960668,36
"{Survey=0,Cat.Data=1,Regression=0,Forecast=0,SW=0} => {Intro=0}",0.0657534246575342,0.923076923076923,0.0712328767123288,1.52453880960668,24
"{DataMining=0,Survey=1,Cat.Data=0,Regression=0,Forecast=0,SW=0} => {Intro=0}",0.0657534246575342,0.923076923076923,0.0712328767123288,1.52453880960668,24
"{DataMining=0,Survey=0,Cat.Data=0,Regression=0,Forecast=0} => {Intro=1}",0.227397260273973,0.601449275362319,0.378082191780822,1.52450684380032,83
"{DataMining=0,Survey=1,Cat.Data=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.063013698630137,0.92,0.0684931506849315,1.51945701357466,23
"{DataMining=0,Survey=1,Cat.Data=0,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.063013698630137,0.92,0.0684931506849315,1.51945701357466,23
"{DataMining=0,DOE=1,SW=0} => {Intro=0}",0.0904109589041096,0.916666666666667,0.0986301369863014,1.51395173453997,33
"{DataMining=0,Cat.Data=0,Regression=0,DOE=1} => {Intro=0}",0.0904109589041096,0.916666666666667,0.0986301369863014,1.51395173453997,33
"{DataMining=0,Survey=0,Regression=1,Forecast=0,SW=0} => {Intro=0}",0.0904109589041096,0.916666666666667,0.0986301369863014,1.51395173453997,33
"{DataMining=0,Survey=0,Cat.Data=1,Regression=0,Forecast=0,SW=0} => {Intro=0}",0.0602739726027397,0.916666666666667,0.0657534246575343,1.51395173453997,22
"{Survey=0,Cat.Data=1,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0602739726027397,0.916666666666667,0.0657534246575343,1.51395173453997,22
"{Cat.Data=0,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=1}",0.227397260273973,0.597122302158273,0.380821917808219,1.51353916866507,83
"{DataMining=0,Cat.Data=0,Regression=0,DOE=0} => {Intro=1}",0.254794520547945,0.596153846153846,0.427397260273973,1.5110844017094,93
"{Cat.Data=0,Regression=0,Forecast=0,DOE=1} => {Intro=0}",0.0876712328767123,0.914285714285714,0.0958904109589041,1.51001939237233,32
"{DataMining=0,Survey=0,Cat.Data=1,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0575342465753425,0.91304347826087,0.063013698630137,1.50796773558922,21
"{Cat.Data=0,DOE=1,SW=0} => {Intro=0}",0.0849315068493151,0.911764705882353,0.0931506849315069,1.50585573595954,31
"{Survey=0,Regression=0,DOE=1,SW=0} => {Intro=0}",0.0849315068493151,0.911764705882353,0.0931506849315069,1.50585573595954,31
"{Regression=0,Forecast=0,DOE=1,SW=0} => {Intro=0}",0.0849315068493151,0.911764705882353,0.0931506849315069,1.50585573595954,31
"{DataMining=0,Survey=0,Regression=0,Forecast=0,SW=0} => {Intro=1}",0.219178082191781,0.592592592592593,0.36986301369863,1.50205761316872,80
"{DataMining=0,Survey=0,Cat.Data=0,Regression=0,DOE=1} => {Intro=0}",0.0821917808219178,0.909090909090909,0.0904109589041096,1.50143973673385,30
"{DataMining=0,Survey=0,Regression=0,DOE=0} => {Intro=1}",0.241095890410959,0.590604026845638,0.408219178082192,1.49701715137957,88
"{Cat.Data=0,Regression=0,DOE=1,SW=0} => {Intro=0}",0.0794520547945206,0.90625,0.0876712328767123,1.49674773755656,29
"{Survey=0,Cat.Data=0,DOE=1,SW=0} => {Intro=0}",0.0794520547945206,0.90625,0.0876712328767123,1.49674773755656,29
"{DataMining=0,Survey=0,DOE=1,SW=0} => {Intro=0}",0.0794520547945206,0.90625,0.0876712328767123,1.49674773755656,29
"{Survey=0,Forecast=0,DOE=1,SW=0} => {Intro=0}",0.0794520547945206,0.90625,0.0876712328767123,1.49674773755656,29
"{Survey=0,Cat.Data=0,Regression=0,Forecast=0,DOE=1} => {Intro=0}",0.0794520547945206,0.90625,0.0876712328767123,1.49674773755656,29
"{Cat.Data=0,Regression=1,SW=0} => {Intro=0}",0.104109589041096,0.904761904761905,0.115068493150685,1.49429002370179,38
"{DataMining=0,Regression=1,DOE=0,SW=0} => {Intro=0}",0.104109589041096,0.904761904761905,0.115068493150685,1.49429002370179,38
"{Survey=0,Cat.Data=0,Regression=0,Forecast=0,SW=0} => {Intro=1}",0.227397260273973,0.588652482269504,0.386301369863014,1.49207052797478,83
"{Survey=0,Cat.Data=0,Regression=0,DOE=1,SW=0} => {Intro=0}",0.0767123287671233,0.903225806451613,0.0849315068493151,1.49175302875493,28
"{Cat.Data=0,Regression=1,DOE=0,SW=0} => {Intro=0}",0.0986301369863014,0.9,0.10958904109589,1.48642533936652,36
"{DataMining=0,Survey=0,Regression=1,DOE=0,SW=0} => {Intro=0}",0.0986301369863014,0.9,0.10958904109589,1.48642533936652,36
"{Cat.Data=0,Regression=0,DOE=1} => {Intro=0}",0.0958904109589041,0.897435897435897,0.106849315068493,1.48219050933983,35
"{Survey=0,Cat.Data=1,Regression=0,SW=0} => {Intro=0}",0.0712328767123288,0.896551724137931,0.0794520547945205,1.48073022312373,26
"{DataMining=0,Cat.Data=0,Regression=0,Forecast=0,SW=0} => {Intro=1}",0.219178082191781,0.583941605839416,0.375342465753425,1.4801297648013,80
"{Regression=0,DOE=1,SW=0} => {Intro=0}",0.0931506849315069,0.894736842105263,0.104109589041096,1.47773279352227,34
"{DataMining=0,Regression=0,Forecast=0,DOE=1} => {Intro=0}",0.0931506849315069,0.894736842105263,0.104109589041096,1.47773279352227,34
"{Survey=0,Cat.Data=1,Regression=0,Forecast=0,DOE=0} => {Intro=0}",0.0684931506849315,0.892857142857143,0.0767123287671233,1.47462831286361,25
"{Survey=0,Cat.Data=0,Regression=0,DOE=0} => {Intro=1}",0.246575342465753,0.580645161290323,0.424657534246575,1.47177419354839,90
"{Survey=0,DOE=1,SW=0} => {Intro=0}",0.0876712328767123,0.888888888888889,0.0986301369863014,1.46807440925088,32
"{Forecast=0,DOE=1,SW=0} => {Intro=0}",0.0876712328767123,0.888888888888889,0.0986301369863014,1.46807440925088,32
"{DataMining=0,Regression=1,SW=0} => {Intro=0}",0.10958904109589,0.888888888888889,0.123287671232877,1.46807440925088,40
"{Survey=0,Cat.Data=0,Regression=0,DOE=1} => {Intro=0}",0.0876712328767123,0.888888888888889,0.0986301369863014,1.46807440925088,32
"{DataMining=0,Survey=0,Cat.Data=0,Forecast=0,DOE=0} => {Intro=1}",0.235616438356164,0.577181208053691,0.408219178082192,1.46299403430276,86
"{Survey=1,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0849315068493151,0.885714285714286,0.0958904109589041,1.4628312863607,31
"{DataMining=0,Survey=0,Cat.Data=1,Regression=0,SW=0} => {Intro=0}",0.063013698630137,0.884615384615385,0.0712328767123288,1.4610163592064,23
"{Survey=0,Cat.Data=1,Regression=0,DOE=0,SW=0} => {Intro=0}",0.063013698630137,0.884615384615385,0.0712328767123288,1.4610163592064,23
"{DataMining=0,Survey=0,Cat.Data=1,Regression=0,Forecast=0,DOE=0} => {Intro=0}",0.063013698630137,0.884615384615385,0.0712328767123288,1.4610163592064,23
"{Regression=1,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.104109589041096,0.883720930232558,0.117808219178082,1.45953909291803,38
"{DataMining=0,Cat.Data=0,Regression=1,DOE=0} => {Intro=0}",0.104109589041096,0.883720930232558,0.117808219178082,1.45953909291803,38
"{DataMining=0,Survey=0,Cat.Data=0,Regression=1,DOE=0} => {Intro=0}",0.104109589041096,0.883720930232558,0.117808219178082,1.45953909291803,38
"{DataMining=0,Survey=1,Forecast=0,SW=0} => {Intro=0}",0.0821917808219178,0.882352941176471,0.0931506849315068,1.45727974447698,30
"{DataMining=0,Survey=0,Regression=0,Forecast=0,DOE=1} => {Intro=0}",0.0821917808219178,0.882352941176471,0.0931506849315068,1.45727974447698,30
"{DataMining=0,Survey=0,Regression=1,SW=0} => {Intro=0}",0.101369863013699,0.880952380952381,0.115068493150685,1.45496660202543,37
"{DataMining=0,Survey=0,Cat.Data=1,Regression=0,DOE=0,SW=0} => {Intro=0}",0.0602739726027397,0.88,0.0684931506849315,1.45339366515837,22
"{Survey=1,Cat.Data=0,Regression=0,SW=0} => {Intro=0}",0.0794520547945206,0.878787878787879,0.0904109589041096,1.45139174550939,29
"{DataMining=1,Cat.Data=0,Regression=0,DOE=0,SW=0} => {Intro=0}",0.0794520547945206,0.878787878787879,0.0904109589041096,1.45139174550939,29
"{DataMining=0,Survey=0,Forecast=0,DOE=0,SW=0} => {Intro=1}",0.221917808219178,0.570422535211268,0.389041095890411,1.44586267605634,81
"{Cat.Data=0,Regression=1,Forecast=0,DOE=0} => {Intro=0}",0.0958904109589041,0.875,0.10958904109589,1.44513574660633,35
"{Survey=1,Cat.Data=0,Regression=0,DOE=0,SW=0} => {Intro=0}",0.0767123287671233,0.875,0.0876712328767123,1.44513574660633,28
"{Survey=0,Cat.Data=0,Regression=1,Forecast=0,DOE=0} => {Intro=0}",0.0958904109589041,0.875,0.10958904109589,1.44513574660633,35
"{DataMining=0,Cat.Data=0,Regression=1,Forecast=0,DOE=0} => {Intro=0}",0.0958904109589041,0.875,0.10958904109589,1.44513574660633,35
"{DataMining=0,Survey=0,Cat.Data=0,Regression=1,Forecast=0,DOE=0} => {Intro=0}",0.0958904109589041,0.875,0.10958904109589,1.44513574660633,35
"{DataMining=0,Survey=0,Cat.Data=1,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0575342465753425,0.875,0.0657534246575342,1.44513574660633,21
"{Survey=0,Regression=0,DOE=0,SW=0} => {Intro=1}",0.235616438356164,0.56953642384106,0.413698630136986,1.44361662987491,86
"{Survey=1,Forecast=0,SW=0} => {Intro=0}",0.0931506849315069,0.871794871794872,0.106849315068493,1.43984220907298,34
"{DataMining=0,Survey=0,Regression=0,DOE=1} => {Intro=0}",0.0931506849315069,0.871794871794872,0.106849315068493,1.43984220907298,34
"{Survey=0,Regression=1,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0931506849315069,0.871794871794872,0.106849315068493,1.43984220907298,34
"{DataMining=0,Regression=0,DOE=0,SW=0} => {Intro=1}",0.241095890410959,0.567741935483871,0.424657534246575,1.43906810035842,88
"{DataMining=0,Survey=1,Cat.Data=0,SW=0} => {Intro=0}",0.073972602739726,0.870967741935484,0.0849315068493151,1.43847613487082,27
"{Survey=0,Cat.Data=1,Regression=0,DOE=0} => {Intro=0}",0.073972602739726,0.870967741935484,0.0849315068493151,1.43847613487082,27
"{DataMining=1,Survey=0,Regression=0,DOE=0,SW=0} => {Intro=0}",0.073972602739726,0.870967741935484,0.0849315068493151,1.43847613487082,27
"{DataMining=1,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.073972602739726,0.870967741935484,0.0849315068493151,1.43847613487082,27
"{DataMining=0,Survey=1,Regression=0,Forecast=0,SW=0} => {Intro=0}",0.073972602739726,0.870967741935484,0.0849315068493151,1.43847613487082,27
"{Survey=1,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.073972602739726,0.870967741935484,0.0849315068493151,1.43847613487082,27
"{DataMining=0,Survey=1,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.073972602739726,0.870967741935484,0.0849315068493151,1.43847613487082,27
"{Survey=0,Regression=0,Forecast=0,DOE=1} => {Intro=0}",0.0904109589041096,0.868421052631579,0.104109589041096,1.43427006430102,33
"{DataMining=0,Survey=0,Cat.Data=0,Regression=0} => {Intro=1}",0.238356164383562,0.564935064935065,0.421917808219178,1.43195346320346,87
"{DataMining=0,Regression=0,DOE=1} => {Intro=0}",0.106849315068493,0.866666666666667,0.123287671232877,1.43137254901961,39
"{Regression=1,Forecast=0,SW=0} => {Intro=0}",0.106849315068493,0.866666666666667,0.123287671232877,1.43137254901961,39
"{DataMining=1,Cat.Data=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0712328767123288,0.866666666666667,0.0821917808219178,1.43137254901961,26
"{DataMining=0,Survey=1,Cat.Data=0,Regression=0,SW=0} => {Intro=0}",0.0712328767123288,0.866666666666667,0.0821917808219178,1.43137254901961,26
"{DataMining=1,Survey=0,Cat.Data=0,Regression=0,DOE=0,SW=0} => {Intro=0}",0.0712328767123288,0.866666666666667,0.0821917808219178,1.43137254901961,26
"{DataMining=1,Cat.Data=0,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0712328767123288,0.866666666666667,0.0821917808219178,1.43137254901961,26
"{Survey=0,Regression=0,DOE=1} => {Intro=0}",0.104109589041096,0.863636363636364,0.120547945205479,1.42636774989716,38
"{Regression=0,Forecast=0,DOE=1} => {Intro=0}",0.104109589041096,0.863636363636364,0.120547945205479,1.42636774989716,38
"{DataMining=0,Survey=1,Cat.Data=0,DOE=0,SW=0} => {Intro=0}",0.0684931506849315,0.862068965517241,0.0794520547945206,1.4237790606959,25
"{DataMining=0,Cat.Data=1,Regression=0,Forecast=0,SW=0} => {Intro=0}",0.0684931506849315,0.862068965517241,0.0794520547945206,1.4237790606959,25
"{DataMining=1,Survey=0,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0684931506849315,0.862068965517241,0.0794520547945206,1.4237790606959,25
"{DataMining=0,Survey=1,Cat.Data=0,Regression=0,DOE=0,SW=0} => {Intro=0}",0.0684931506849315,0.862068965517241,0.0794520547945206,1.4237790606959,25
"{DataMining=0,Survey=1,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0684931506849315,0.862068965517241,0.0794520547945206,1.4237790606959,25
"{Survey=0,Cat.Data=0,Forecast=0,DOE=0,SW=0} => {Intro=1}",0.224657534246575,0.561643835616438,0.4,1.42361111111111,82
"{DataMining=0,Survey=0,Regression=0,SW=0} => {Intro=1}",0.23013698630137,0.56,0.410958904109589,1.41944444444444,84
"{DataMining=0,Cat.Data=0,Forecast=0,DOE=0,SW=0} => {Intro=1}",0.219178082191781,0.559440559440559,0.391780821917808,1.41802641802642,80
"{DOE=1,SW=0} => {Intro=0}",0.0986301369863014,0.857142857142857,0.115068493150685,1.41564318034906,36
"{Survey=1,Cat.Data=0,SW=0} => {Intro=0}",0.0821917808219178,0.857142857142857,0.0958904109589041,1.41564318034906,30
"{DataMining=1,Cat.Data=0,Regression=0,SW=0} => {Intro=0}",0.0821917808219178,0.857142857142857,0.0958904109589041,1.41564318034906,30
"{DataMining=1,Survey=0,Regression=0,SW=0} => {Intro=0}",0.0821917808219178,0.857142857142857,0.0958904109589041,1.41564318034906,30
"{DataMining=1,Regression=0,DOE=0,SW=0} => {Intro=0}",0.0821917808219178,0.857142857142857,0.0958904109589041,1.41564318034906,30
"{Cat.Data=1,Regression=0,Forecast=0,DOE=0,SW=0} => {Intro=0}",0.0657534246575342,0.857142857142857,0.0767123287671233,1.41564318034906,24
