"rules","support","confidence","coverage","lift","count"
"{Intro,DataMining} => {Cat.Data}",0.0219178082191781,0.4,0.0547945205479452,1.92105263157895,8
"{Intro,Cat.Data} => {DataMining}",0.0219178082191781,0.307692307692308,0.0712328767123288,1.72781065088757,8
"{Survey,Cat.Data} => {SW}",0.0219178082191781,0.347826086956522,0.063013698630137,1.56736446591519,8
"{Survey,SW} => {Cat.Data}",0.0219178082191781,0.444444444444444,0.0493150684931507,2.13450292397661,8
"{Cat.Data,SW} => {Survey}",0.0219178082191781,0.347826086956522,0.063013698630137,1.86700767263427,8
"{Survey,Cat.Data} => {Intro}",0.0273972602739726,0.434782608695652,0.063013698630137,1.10205314009662,10
"{Intro,Survey} => {Cat.Data}",0.0273972602739726,0.454545454545455,0.0602739726027397,2.18301435406699,10
"{Intro,Cat.Data} => {Survey}",0.0273972602739726,0.384615384615385,0.0712328767123288,2.06447963800905,10
"{Survey,SW} => {Intro}",0.0328767123287671,0.666666666666667,0.0493150684931507,1.68981481481481,12
"{Intro,Survey} => {SW}",0.0328767123287671,0.545454545454545,0.0602739726027397,2.45791245791246,12
"{Intro,SW} => {Survey}",0.0328767123287671,0.342857142857143,0.0958904109589041,1.84033613445378,12
"{Cat.Data,Regression} => {Intro}",0.0328767123287671,0.6,0.0547945205479452,1.52083333333333,12
"{Intro,Regression} => {Cat.Data}",0.0328767123287671,0.461538461538462,0.0712328767123288,2.2165991902834,12
"{Intro,Cat.Data} => {Regression}",0.0328767123287671,0.461538461538462,0.0712328767123288,2.2165991902834,12
"{Regression,SW} => {Intro}",0.0383561643835616,0.7,0.0547945205479452,1.77430555555556,14
"{Intro,Regression} => {SW}",0.0383561643835616,0.538461538461538,0.0712328767123288,2.42640075973409,14
"{Intro,SW} => {Regression}",0.0383561643835616,0.4,0.0958904109589041,1.92105263157895,14
"{Cat.Data,SW} => {Intro}",0.0301369863013699,0.478260869565217,0.063013698630137,1.21225845410628,11
"{Intro,Cat.Data} => {SW}",0.0301369863013699,0.423076923076923,0.0712328767123288,1.90645773979107,11
"{Intro,SW} => {Cat.Data}",0.0301369863013699,0.314285714285714,0.0958904109589041,1.5093984962406,11
